Starting Comprehensive Audit...
runnerType,b,segment,inferred_ability,PB_5k_shift,LT_profile,recent_perf,recent_age,pred_5k,pred_10k,pred_half,pred_marathon,start_vdot,fc_4w,fc_8w,fc_16w,diff_5k_PB,diff_mar_PB,notes
Balanced,1.09,intermediate,intermediate,-3%,None,Aligned,6,19:14,40:50,1:31:51,3:14:31,49.78,0.8,0.98,1.16,-9.7,-229.9,
Balanced,1.09,intermediate,intermediate,-3%,None,Aligned,10,19:21,41:11,1:32:51,3:17:21,49.17,0.79,0.97,1.15,-2.3,-59.8,
Balanced,1.09,intermediate,intermediate,-3%,None,Over,2,18:46,39:46,1:29:20,3:08:22,51.41,0.83,1.01,1.2,-37.9,-599.7,
Balanced,1.09,intermediate,intermediate,-3%,None,Over,6,18:59,40:18,1:30:39,3:11:38,50.55,0.82,0.99,1.18,-24.9,-403.4,
Balanced,1.09,intermediate,intermediate,-3%,None,Over,10,19:17,41:03,1:32:34,3:16:36,49.34,0.8,0.97,1.15,-6,-105,
Balanced,1.09,intermediate,intermediate,-3%,None,None,N/A,19:24,41:17,1:33:10,3:18:21,48.97,0.79,0.96,1.14,0,0,
Balanced,1.09,intermediate,intermediate,-5%,Weak,Under,2,19:18,41:00,1:31:29,3:14:52,50.01,0.81,0.98,1.17,18.2,36.1,
Balanced,1.09,intermediate,intermediate,-5%,Weak,Under,6,19:18,41:03,1:31:32,3:15:08,49.99,0.81,0.98,1.17,18.2,51.8,
Balanced,1.09,intermediate,intermediate,-5%,Weak,Under,10,19:19,41:08,1:31:35,3:15:26,49.95,0.81,0.98,1.17,19.5,69.8,
Balanced,1.09,intermediate,intermediate,-5%,Weak,Aligned,2,19:05,40:35,1:30:35,3:13:17,50.59,0.82,0.99,1.18,5.2,-59.3,
Balanced,1.09,intermediate,intermediate,-5%,Weak,Aligned,6,19:11,40:49,1:31:03,3:14:17,50.29,0.81,0.99,1.18,11.3,0.8,
Balanced,1.09,intermediate,intermediate,-5%,Weak,Aligned,10,19:18,41:06,1:31:31,3:15:17,50,0.81,0.98,1.17,18.3,61.4,
Balanced,1.09,intermediate,intermediate,-5%,Weak,Over,2,18:53,40:11,1:29:46,3:11:50,51.12,0.83,1.01,1.19,-6.6,-145.9,
Balanced,1.09,intermediate,intermediate,-5%,Weak,Over,6,19:04,40:37,1:30:37,3:13:30,50.57,0.82,0.99,1.18,5,-45.6,
Balanced,1.09,intermediate,intermediate,-5%,Weak,Over,10,19:17,41:04,1:31:26,3:15:10,50.05,0.81,0.98,1.17,17.3,53.8,
Balanced,1.09,intermediate,intermediate,-5%,Weak,None,N/A,19:17,41:06,1:31:37,3:15:32,49.93,0.81,0.98,1.17,17.9,76.3,
Balanced,1.09,intermediate,intermediate,-5%,Aligned,Under,2,19:01,40:24,1:30:03,3:11:06,50.94,0.82,1,1.19,2,-189.6,
Balanced,1.09,intermediate,intermediate,-5%,Aligned,Under,6,18:58,40:19,1:29:51,3:10:57,51.07,0.82,1,1.19,-1.4,-199.1,
Balanced,1.09,intermediate,intermediate,-5%,Aligned,Under,10,18:55,40:15,1:29:34,3:10:39,51.25,0.83,1.01,1.2,-5,-217,
Balanced,1.09,intermediate,intermediate,-5%,Aligned,Aligned,2,18:49,39:58,1:29:09,3:09:31,51.53,0.83,1.01,1.2,-11,-285,
Balanced,1.09,intermediate,intermediate,-5%,Aligned,Aligned,6,18:51,40:06,1:29:22,3:10:06,51.38,0.83,1.01,1.2,-8.3,-250.1,
Balanced,1.09,intermediate,intermediate,-5%,Aligned,Aligned,10,18:53,40:12,1:29:30,3:10:30,51.3,0.83,1.01,1.2,-6.1,-225.4,
Balanced,1.09,intermediate,advanced,-5%,Aligned,Over,2,18:37,39:35,1:28:20,3:08:04,52.09,0.81,0.88,0.97,-22.8,-371.7,
Balanced,1.09,intermediate,intermediate,-5%,Aligned,Over,6,18:45,39:53,1:28:56,3:09:19,51.68,0.83,1.02,1.21,-14.6,-296.5,
Balanced,1.09,intermediate,intermediate,-5%,Aligned,Over,10,18:52,40:10,1:29:25,3:10:23,51.35,0.83,1.01,1.2,-7.1,-233,
Balanced,1.09,intermediate,intermediate,-5%,Aligned,None,N/A,18:54,40:15,1:29:26,3:10:27,51.34,0.83,1.01,1.2,-5.2,-229,
Balanced,1.09,intermediate,intermediate,-5%,Strong,Under,2,18:46,39:48,1:28:39,3:07:26,51.87,0.84,1.02,1.21,-13.8,-409.8,
Balanced,1.09,intermediate,advanced,-5%,Strong,Under,6,18:39,39:37,1:28:13,3:06:52,52.16,0.81,0.88,0.97,-20.5,-443.8,
Balanced,1.09,intermediate,advanced,-5%,Strong,Under,10,18:31,39:22,1:27:37,3:05:59,52.58,0.81,0.89,0.92,-28.8,-496.7,
Balanced,1.09,intermediate,advanced,-5%,Strong,Aligned,2,18:33,39:22,1:27:44,3:05:51,52.49,0.81,0.89,0.98,-26.8,-505.2,
Balanced,1.09,intermediate,advanced,-5%,Strong,Aligned,6,18:32,39:23,1:27:44,3:06:01,52.49,0.81,0.89,0.98,-27.4,-494.8,
Balanced,1.09,intermediate,advanced,-5%,Strong,Aligned,10,18:30,39:20,1:27:32,3:05:51,52.63,0.81,0.87,0.87,-29.9,-505.1,
Balanced,1.09,intermediate,advanced,-5%,Strong,Over,2,18:21,38:59,1:26:55,3:04:24,53.06,0.44,0.44,0.44,-38.5,-591.9,
Balanced,1.09,intermediate,advanced,-5%,Strong,Over,6,18:26,39:10,1:27:18,3:05:15,52.8,0.7,0.7,0.7,-33.7,-541.2,
Balanced,1.09,intermediate,advanced,-5%,Strong,Over,10,18:29,39:18,1:27:27,3:05:43,52.68,0.81,0.82,0.82,-31,-512.8,
Balanced,1.09,intermediate,advanced,-5%,Strong,None,N/A,18:32,39:25,1:27:19,3:05:29,52.79,0.71,0.71,0.71,-27.7,-526.8,
Balanced,1.09,intermediate,intermediate,-5%,None,Under,2,19:10,40:38,1:31:15,3:13:18,50.17,0.81,0.99,1.17,10.5,-57.5,
Balanced,1.09,intermediate,intermediate,-5%,None,Under,6,19:06,40:34,1:31:15,3:13:37,50.16,0.81,0.99,1.17,6.9,-38.6,
Balanced,1.09,intermediate,intermediate,-5%,None,Under,10,19:01,40:28,1:31:15,3:14:06,50.16,0.81,0.99,1.17,1.7,-10.1,
Balanced,1.09,intermediate,intermediate,-5%,None,Aligned,2,18:46,39:46,1:29:20,3:08:48,51.41,0.83,1.01,1.2,-13.8,-327.6,
Balanced,1.09,intermediate,intermediate,-5%,None,Aligned,6,18:50,40:00,1:30:00,3:10:35,50.98,0.82,1,1.19,-9,-220.4,
Balanced,1.09,intermediate,intermediate,-5%,None,Aligned,10,18:57,40:20,1:30:57,3:13:18,50.36,0.81,0.99,1.18,-2.2,-57.3,
Balanced,1.09,intermediate,advanced,-5%,None,Over,2,18:24,39:00,1:27:35,3:04:43,52.59,0.81,0.89,0.91,-35.9,-573.3,
Balanced,1.09,intermediate,intermediate,-5%,None,Over,6,18:36,39:30,1:28:51,3:07:50,51.73,0.84,1.02,1.21,-23.5,-385.6,
Balanced,1.09,intermediate,intermediate,-5%,None,Over,10,18:54,40:12,1:30:40,3:12:36,50.54,0.82,0.99,1.18,-5.7,-100.3,
Balanced,1.09,intermediate,intermediate,-5%,None,None,N/A,19:00,40:26,1:31:15,3:14:16,50.16,0.81,0.99,1.17,0,0,
Endurance,1.03,intermediate,intermediate,0%,Weak,Under,2,20:43,43:12,1:34:40,3:16:10,48.07,0.77,0.92,1.08,43.5,974.1,
Endurance,1.03,intermediate,intermediate,0%,Weak,Under,6,20:38,43:12,1:34:53,3:16:38,47.95,0.77,0.92,1.08,38.5,1002.5,
Endurance,1.03,intermediate,intermediate,0%,Weak,Under,10,20:35,43:21,1:35:30,3:17:49,47.59,0.76,0.91,1.07,35.9,1073.2,
Endurance,1.03,intermediate,intermediate,0%,Weak,Aligned,2,20:28,42:44,1:33:43,3:14:33,48.64,0.78,0.93,1.1,28.9,877.3,
Endurance,1.03,intermediate,intermediate,0%,Weak,Aligned,6,20:30,42:57,1:34:23,3:15:46,48.24,0.77,0.93,1.09,30.7,950.7,
Endurance,1.03,intermediate,intermediate,0%,Weak,Aligned,10,20:34,43:18,1:35:25,3:17:40,47.64,0.76,0.91,1.07,34.6,1064.6,
Endurance,1.03,intermediate,intermediate,0%,Weak,Over,2,20:14,42:17,1:32:49,3:13:00,49.19,0.79,0.94,1.11,14.9,784.5,
Endurance,1.03,intermediate,intermediate,0%,Weak,Over,6,20:23,42:43,1:33:54,3:14:56,48.53,0.78,0.93,1.09,23.2,901,
Endurance,1.03,intermediate,intermediate,0%,Weak,Over,10,20:33,43:16,1:35:20,3:17:32,47.69,0.76,0.92,1.07,33.3,1056.5,
Endurance,1.03,intermediate,intermediate,0%,Weak,None,N/A,20:32,43:11,1:35:58,3:18:45,47.32,0.76,0.91,1.07,32.2,1129.2,
Endurance,1.03,intermediate,intermediate,0%,Aligned,Under,2,20:24,42:28,1:32:56,3:11:48,49.11,0.79,0.94,1.11,24.1,712.5,
Endurance,1.03,intermediate,intermediate,0%,Aligned,Under,6,20:14,42:20,1:32:52,3:11:47,49.15,0.79,0.94,1.11,14.9,711.8,
Endurance,1.03,intermediate,intermediate,0%,Aligned,Under,10,20:06,42:17,1:33:04,3:12:16,49.03,0.79,0.94,1.1,6.4,740.9,
Endurance,1.03,intermediate,intermediate,0%,Aligned,Aligned,2,20:09,42:00,1:31:59,3:10:11,49.7,0.8,0.95,1.12,9.4,615.7,
Endurance,1.03,intermediate,intermediate,0%,Aligned,Aligned,6,20:07,42:05,1:32:22,3:10:55,49.47,0.79,0.95,1.11,7.1,660,
Endurance,1.03,intermediate,intermediate,0%,Aligned,Aligned,10,20:05,42:14,1:32:59,3:12:08,49.08,0.79,0.94,1.11,5.2,732.3,
Endurance,1.03,intermediate,intermediate,0%,Aligned,Over,2,19:55,41:33,1:31:05,3:08:38,50.27,0.81,0.97,1.13,-4.6,523,
Endurance,1.03,intermediate,intermediate,0%,Aligned,Over,6,19:59,41:50,1:31:53,3:10:06,49.77,0.8,0.96,1.12,-0.4,610.3,
Endurance,1.03,intermediate,intermediate,0%,Aligned,Over,10,20:03,42:12,1:32:55,3:12:00,49.13,0.79,0.94,1.11,3.9,724.2,
Endurance,1.03,intermediate,intermediate,0%,Aligned,None,N/A,20:04,42:10,1:33:21,3:12:51,48.86,0.78,0.94,1.1,4.3,775.5,
Endurance,1.03,intermediate,intermediate,0%,Strong,Under,2,20:06,41:48,1:31:24,3:07:55,50.07,0.8,0.96,1.13,6.7,480,
Endurance,1.03,intermediate,intermediate,0%,Strong,Under,6,19:53,41:33,1:31:05,3:07:29,50.27,0.81,0.97,1.13,-6,453.3,
Endurance,1.03,intermediate,intermediate,0%,Strong,Under,10,19:40,41:20,1:30:55,3:07:21,50.37,0.81,0.97,1.13,-19.7,445.4,
Endurance,1.03,intermediate,intermediate,0%,Strong,Aligned,2,19:52,41:20,1:30:27,3:06:19,50.68,0.81,0.97,1.14,-7.9,383.2,
Endurance,1.03,intermediate,intermediate,0%,Strong,Aligned,6,19:46,41:18,1:30:34,3:06:37,50.6,0.81,0.97,1.14,-13.9,401.5,
Endurance,1.03,intermediate,intermediate,0%,Strong,Aligned,10,19:38,41:17,1:30:50,3:07:12,50.43,0.81,0.97,1.14,-21,436.9,
Endurance,1.03,intermediate,intermediate,0%,Strong,Over,2,19:38,40:53,1:29:32,3:04:46,51.27,0.82,0.98,1.16,-21.9,290.4,
Endurance,1.03,intermediate,intermediate,0%,Strong,Over,6,19:38,41:03,1:30:05,3:05:47,50.91,0.82,0.98,1.15,-21.4,351.8,
Endurance,1.03,intermediate,intermediate,0%,Strong,Over,10,19:37,41:15,1:30:45,3:07:04,50.48,0.81,0.97,1.14,-22.2,428.7,
Endurance,1.03,intermediate,intermediate,0%,Strong,None,N/A,19:39,41:15,1:31:01,3:07:36,50.31,0.81,0.97,1.13,-20.4,461,
Endurance,1.03,intermediate,intermediate,0%,None,Under,2,20:39,42:10,1:31:00,3:06:29,50.32,0.81,0.97,1.13,39.4,393.9,
Endurance,1.03,intermediate,intermediate,0%,None,Under,6,20:25,41:43,1:30:00,3:04:20,50.97,0.82,0.98,1.15,25.8,265,
Endurance,1.03,intermediate,intermediate,0%,None,Under,10,20:06,41:03,1:28:34,3:01:04,51.92,0.83,1,1.17,6.3,68.9,
Endurance,1.03,intermediate,intermediate,0%,None,Aligned,2,20:11,41:14,1:28:59,3:01:55,51.64,0.83,0.99,1.16,12,119.7,
Endurance,1.03,intermediate,intermediate,0%,None,Aligned,6,20:07,41:06,1:28:41,3:01:16,51.85,0.83,1,1.17,7.8,80.5,
Endurance,1.03,intermediate,advanced,0%,None,Aligned,10,20:01,40:54,1:28:15,3:00:16,52.14,0.8,0.87,0.95,1.9,20.9,
Endurance,1.03,intermediate,advanced,0%,None,Over,2,19:45,40:21,1:27:03,2:57:32,52.97,0.53,0.53,0.53,-14.3,-143.2,
Endurance,1.03,intermediate,advanced,0%,None,Over,6,19:50,40:31,1:27:25,2:58:19,52.71,0.79,0.79,0.79,-9.4,-96.3,
Endurance,1.03,intermediate,advanced,0%,None,Over,10,19:57,40:45,1:27:56,2:59:30,52.35,0.81,0.88,0.95,-2.3,-25.1,
Endurance,1.03,intermediate,advanced,0%,None,None,N/A,20:00,40:50,1:28:06,2:59:55,52.24,0.81,0.87,0.95,0,0,
Endurance,1.03,intermediate,intermediate,-1%,Weak,Under,2,20:31,42:46,1:33:44,3:14:14,48.63,0.78,0.93,1.1,43.3,966.4,
Endurance,1.03,intermediate,intermediate,-1%,Weak,Under,6,20:26,42:47,1:33:57,3:14:42,48.5,0.78,0.93,1.09,38.3,994.7,
Endurance,1.03,intermediate,intermediate,-1%,Weak,Under,10,20:23,42:55,1:34:34,3:15:52,48.14,0.77,0.92,1.08,35.7,1064.9,
Endurance,1.03,intermediate,intermediate,-1%,Weak,Aligned,2,20:16,42:18,1:32:47,3:12:37,49.2,0.79,0.94,1.11,28.6,869.6,
Endurance,1.03,intermediate,intermediate,-1%,Weak,Aligned,6,20:18,42:32,1:33:27,3:13:50,48.8,0.78,0.94,1.1,30.5,942.9,
Endurance,1.03,intermediate,intermediate,-1%,Weak,Aligned,10,20:22,42:53,1:34:28,3:15:44,48.19,0.77,0.93,1.09,34.4,1056.4,
Endurance,1.03,intermediate,intermediate,-1%,Weak,Over,2,20:03,41:53,1:31:55,3:11:08,49.74,0.8,0.95,1.12,15.2,780.9,
Endurance,1.03,intermediate,intermediate,-1%,Weak,Over,6,20:11,42:18,1:32:59,3:13:03,49.08,0.79,0.94,1.11,23.3,895.4,
Endurance,1.03,intermediate,intermediate,-1%,Weak,Over,10,20:21,42:51,1:34:24,3:15:36,48.23,0.77,0.93,1.09,33.3,1048.5,
Endurance,1.03,intermediate,intermediate,-1%,Weak,None,N/A,20:20,42:46,1:35:02,3:16:48,47.86,0.77,0.92,1.08,32.1,1120.5,
Endurance,1.03,intermediate,intermediate,-1%,Aligned,Under,2,20:12,42:04,1:32:05,3:10:03,49.64,0.8,0.95,1.12,24.6,715.8,
Endurance,1.03,intermediate,intermediate,-1%,Aligned,Under,6,20:03,41:56,1:32:01,3:10:04,49.68,0.8,0.95,1.12,15.7,716.1,
Endurance,1.03,intermediate,intermediate,-1%,Aligned,Under,10,19:55,41:54,1:32:14,3:10:34,49.54,0.79,0.95,1.12,7.5,746.5,
Endurance,1.03,intermediate,intermediate,-1%,Aligned,Aligned,2,19:57,41:36,1:31:08,3:08:26,50.24,0.81,0.96,1.13,10,619,
Endurance,1.03,intermediate,intermediate,-1%,Aligned,Aligned,6,19:55,41:41,1:31:31,3:09:12,50,0.8,0.96,1.13,7.9,664.3,
Endurance,1.03,intermediate,intermediate,-1%,Aligned,Aligned,10,19:54,41:51,1:32:09,3:10:25,49.6,0.8,0.95,1.12,6.2,737.9,
Endurance,1.03,intermediate,intermediate,-1%,Aligned,Over,2,19:44,41:10,1:30:16,3:06:58,50.8,0.81,0.98,1.14,-3.4,530.2,
Endurance,1.03,intermediate,intermediate,-1%,Aligned,Over,6,19:48,41:27,1:31:03,3:08:24,50.29,0.81,0.97,1.13,0.7,616.8,
Endurance,1.03,intermediate,intermediate,-1%,Aligned,Over,10,19:53,41:49,1:32:05,3:10:18,49.64,0.8,0.95,1.12,5.1,730.1,
Endurance,1.03,intermediate,intermediate,-1%,Aligned,None,N/A,19:53,41:47,1:32:31,3:11:09,49.37,0.79,0.95,1.11,5.4,781.6,
Endurance,1.03,intermediate,intermediate,-1%,Strong,Under,2,19:54,41:23,1:30:29,3:06:03,50.65,0.81,0.97,1.14,6.7,476,
Endurance,1.03,intermediate,intermediate,-1%,Strong,Under,6,19:42,41:08,1:30:10,3:05:37,50.86,0.82,0.98,1.15,-5.9,449.6,
Endurance,1.03,intermediate,intermediate,-1%,Strong,Under,10,19:28,40:55,1:30:01,3:05:29,50.96,0.82,0.98,1.15,-19.4,441.8,
Endurance,1.03,intermediate,intermediate,-1%,Strong,Aligned,2,19:40,40:55,1:29:32,3:04:27,51.27,0.82,0.98,1.16,-7.9,379.2,
Endurance,1.03,intermediate,intermediate,-1%,Strong,Aligned,6,19:34,40:53,1:29:40,3:04:45,51.19,0.82,0.98,1.15,-13.7,397.8,
Endurance,1.03,intermediate,intermediate,-1%,Strong,Aligned,10,19:27,40:52,1:29:56,3:05:21,51.01,0.82,0.98,1.15,-20.7,433.3,
Endurance,1.03,intermediate,intermediate,-1%,Strong,Over,2,19:26,40:30,1:28:40,3:02:58,51.85,0.83,1,1.17,-21.3,290.5,
Endurance,1.03,intermediate,intermediate,-1%,Strong,Over,6,19:27,40:39,1:29:12,3:03:58,51.5,0.83,0.99,1.16,-20.9,350.3,
Endurance,1.03,intermediate,intermediate,-1%,Strong,Over,10,19:26,40:50,1:29:51,3:05:13,51.06,0.82,0.98,1.15,-21.9,425.5,
Endurance,1.03,intermediate,intermediate,-1%,Strong,None,N/A,19:27,40:50,1:30:07,3:05:45,50.89,0.82,0.98,1.15,-20.1,457.4,
Endurance,1.03,intermediate,intermediate,-1%,None,Under,2,20:27,41:45,1:30:05,3:04:38,50.91,0.82,0.98,1.15,39.1,390.4,
Endurance,1.03,intermediate,intermediate,-1%,None,Under,6,20:13,41:18,1:29:06,3:02:30,51.56,0.83,0.99,1.16,25.6,262.6,
Endurance,1.03,intermediate,advanced,-1%,None,Under,10,19:54,40:38,1:27:41,2:59:16,52.53,0.81,0.88,0.96,6.2,68.3,
Endurance,1.03,intermediate,advanced,-1%,None,Aligned,2,19:59,40:49,1:28:05,3:00:04,52.26,0.81,0.88,0.95,11.6,116.1,
Endurance,1.03,intermediate,advanced,-1%,None,Aligned,6,19:55,40:41,1:27:47,2:59:26,52.46,0.81,0.88,0.96,7.6,78.1,
Endurance,1.03,intermediate,advanced,-1%,None,Aligned,10,19:49,40:29,1:27:22,2:58:28,52.75,0.81,0.88,0.96,1.9,20.3,
Endurance,1.03,intermediate,advanced,-1%,None,Over,2,19:34,39:58,1:26:14,2:55:52,53.55,0.83,0.9,0.98,-13.5,-135.3,
Endurance,1.03,intermediate,advanced,-1%,None,Over,6,19:39,40:07,1:26:34,2:56:36,53.31,0.82,0.89,0.97,-8.9,-91,
Endurance,1.03,intermediate,advanced,-1%,None,Over,10,19:45,40:21,1:27:04,2:57:44,52.96,0.82,0.89,0.97,-2.2,-23.7,
Endurance,1.03,intermediate,advanced,-1%,None,None,N/A,19:48,40:25,1:27:13,2:58:07,52.85,0.82,0.88,0.96,0,0,
Endurance,1.03,intermediate,intermediate,-2%,Weak,Under,2,20:18,42:20,1:32:46,3:12:14,49.22,0.79,0.94,1.11,42.4,954.7,
Endurance,1.03,intermediate,intermediate,-2%,Weak,Under,6,20:13,42:20,1:33:00,3:12:44,49.07,0.79,0.94,1.11,37.8,984.7,
Endurance,1.03,intermediate,intermediate,-2%,Weak,Under,10,20:11,42:30,1:33:37,3:13:56,48.7,0.78,0.93,1.1,35.5,1056.3,
Endurance,1.03,intermediate,intermediate,-2%,Weak,Aligned,2,20:04,41:53,1:31:52,3:10:41,49.78,0.8,0.96,1.12,28.4,861.9,
Endurance,1.03,intermediate,intermediate,-2%,Weak,Aligned,6,20:06,42:06,1:32:31,3:11:55,49.37,0.79,0.95,1.11,30.3,935,
Endurance,1.03,intermediate,intermediate,-2%,Weak,Aligned,10,20:10,42:27,1:33:32,3:13:48,48.75,0.78,0.94,1.1,34.3,1048.1,
Endurance,1.03,intermediate,intermediate,-2%,Weak,Over,2,19:51,41:28,1:31:02,3:09:17,50.3,0.81,0.97,1.13,15.6,777.2,
Endurance,1.03,intermediate,intermediate,-2%,Weak,Over,6,19:59,41:53,1:32:04,3:11:09,49.65,0.8,0.95,1.12,23.4,889.7,
Endurance,1.03,intermediate,intermediate,-2%,Weak,Over,10,20:09,42:25,1:33:28,3:13:40,48.79,0.78,0.94,1.1,33.2,1040.6,
Endurance,1.03,intermediate,intermediate,-2%,Weak,None,N/A,20:07,42:20,1:34:05,3:14:51,48.42,0.78,0.93,1.09,31.9,1111.8,
Endurance,1.03,intermediate,intermediate,-2%,Aligned,Under,2,19:59,41:37,1:31:06,3:08:04,50.26,0.81,0.96,1.13,23.7,704.1,
Endurance,1.03,intermediate,intermediate,-2%,Aligned,Under,6,19:51,41:30,1:31:04,3:08:06,50.28,0.81,0.97,1.13,15.2,706.1,
Endurance,1.03,intermediate,intermediate,-2%,Aligned,Under,10,19:43,41:28,1:31:18,3:08:37,50.13,0.8,0.96,1.13,7.3,737.8,
Endurance,1.03,intermediate,intermediate,-2%,Aligned,Aligned,2,19:45,41:10,1:30:12,3:06:31,50.84,0.82,0.98,1.15,9.7,611.3,
Endurance,1.03,intermediate,intermediate,-2%,Aligned,Aligned,6,19:43,41:16,1:30:35,3:07:16,50.59,0.81,0.97,1.14,7.7,656.5,
Endurance,1.03,intermediate,intermediate,-2%,Aligned,Aligned,10,19:42,41:26,1:31:13,3:08:29,50.19,0.8,0.96,1.13,6.1,729.6,
Endurance,1.03,intermediate,intermediate,-2%,Aligned,Over,2,19:32,40:46,1:29:22,3:05:06,51.39,0.82,0.99,1.16,-3.1,526.6,
Endurance,1.03,intermediate,intermediate,-2%,Aligned,Over,6,19:36,41:03,1:30:08,3:06:31,50.88,0.82,0.98,1.15,0.8,611.1,
Endurance,1.03,intermediate,intermediate,-2%,Aligned,Over,10,19:40,41:24,1:31:09,3:08:22,50.23,0.81,0.96,1.13,5,722.2,
Endurance,1.03,intermediate,intermediate,-2%,Aligned,None,N/A,19:41,41:21,1:31:35,3:09:12,49.96,0.8,0.96,1.13,5.3,772.9,
Endurance,1.03,intermediate,intermediate,-2%,Strong,Under,2,19:42,40:58,1:29:35,3:04:15,51.24,0.82,0.98,1.15,6.7,475.2,
Endurance,1.03,intermediate,intermediate,-2%,Strong,Under,6,19:30,40:44,1:29:18,3:03:51,51.43,0.82,0.99,1.16,-5.4,451.8,
Endurance,1.03,intermediate,intermediate,-2%,Strong,Under,10,19:17,40:32,1:29:11,3:03:47,51.51,0.83,0.99,1.16,-18.4,447.1,
Endurance,1.03,intermediate,intermediate,-2%,Strong,Aligned,2,19:28,40:32,1:28:41,3:02:42,51.85,0.83,1,1.17,-7.4,382.4,
Endurance,1.03,intermediate,intermediate,-2%,Strong,Aligned,6,19:23,40:30,1:28:49,3:03:02,51.75,0.83,0.99,1.17,-12.9,402.1,
Endurance,1.03,intermediate,intermediate,-2%,Strong,Aligned,10,19:16,40:30,1:29:06,3:03:38,51.57,0.83,0.99,1.16,-19.6,438.9,
Endurance,1.03,intermediate,advanced,-2%,Strong,Over,2,19:15,40:07,1:27:51,3:01:17,52.41,0.81,0.88,0.96,-20.2,297.7,
Endurance,1.03,intermediate,advanced,-2%,Strong,Over,6,19:16,40:17,1:28:22,3:02:16,52.06,0.8,0.87,0.95,-19.8,356.8,
Endurance,1.03,intermediate,intermediate,-2%,Strong,Over,10,19:15,40:27,1:29:01,3:03:31,51.62,0.83,0.99,1.16,-20.8,431.4,
Endurance,1.03,intermediate,intermediate,-2%,Strong,None,N/A,19:16,40:27,1:29:17,3:04:03,51.44,0.82,0.99,1.16,-19.1,463.4,
Endurance,1.03,intermediate,intermediate,-2%,None,Under,2,20:13,41:18,1:29:06,3:02:35,51.57,0.83,0.99,1.16,37.6,375.4,
Endurance,1.03,intermediate,advanced,-2%,None,Under,6,20:00,40:51,1:28:09,3:00:32,52.21,0.81,0.87,0.95,24.6,252.5,
Endurance,1.03,intermediate,advanced,-2%,None,Under,10,19:41,40:13,1:26:47,2:57:25,53.16,0.82,0.89,0.97,6,65.7,
Endurance,1.03,intermediate,advanced,-2%,None,Aligned,2,19:47,40:24,1:27:10,2:58:12,52.89,0.82,0.89,0.96,11.3,112.6,
Endurance,1.03,intermediate,advanced,-2%,None,Aligned,6,19:43,40:16,1:26:53,2:57:35,53.09,0.82,0.89,0.97,7.4,75.7,
Endurance,1.03,intermediate,advanced,-2%,None,Aligned,10,19:37,40:05,1:26:28,2:56:39,53.38,0.82,0.89,0.97,1.8,19.7,
Endurance,1.03,intermediate,advanced,-2%,None,Over,2,19:23,39:35,1:25:24,2:54:12,54.15,0.84,0.91,0.99,-12.7,-127.4,
Endurance,1.03,intermediate,advanced,-2%,None,Over,6,19:27,39:44,1:25:44,2:54:54,53.91,0.83,0.9,0.98,-8.4,-85.7,
Endurance,1.03,intermediate,advanced,-2%,None,Over,10,19:33,39:57,1:26:12,2:55:57,53.58,0.83,0.9,0.98,-2,-22.3,
Endurance,1.03,intermediate,advanced,-2%,None,None,N/A,19:36,40:01,1:26:21,2:56:20,53.47,0.82,0.9,0.97,0,0,
Endurance,1.03,intermediate,intermediate,-3%,Weak,Under,2,20:05,41:52,1:31:46,3:10:08,49.84,0.8,0.96,1.12,41.3,936.1,
Endurance,1.03,intermediate,intermediate,-3%,Weak,Under,6,20:00,41:53,1:31:59,3:10:36,49.7,0.8,0.95,1.12,36.6,964.8,
Endurance,1.03,intermediate,intermediate,-3%,Weak,Under,10,19:58,42:01,1:32:35,3:11:46,49.33,0.79,0.95,1.11,34.2,1034.1,
Endurance,1.03,intermediate,intermediate,-3%,Weak,Aligned,2,19:51,41:26,1:30:51,3:08:35,50.42,0.81,0.97,1.14,27.3,843.4,
Endurance,1.03,intermediate,intermediate,-3%,Weak,Aligned,6,19:53,41:38,1:31:30,3:09:47,50.01,0.8,0.96,1.13,29.1,915.1,
Endurance,1.03,intermediate,intermediate,-3%,Weak,Aligned,10,19:56,41:59,1:32:30,3:11:38,49.38,0.79,0.95,1.11,32.9,1026,
Endurance,1.03,intermediate,intermediate,-3%,Weak,Over,2,19:38,41:01,1:30:01,3:07:10,50.95,0.82,0.98,1.15,14.5,758.7,
Endurance,1.03,intermediate,intermediate,-3%,Weak,Over,6,19:46,41:25,1:31:03,3:09:01,50.29,0.81,0.97,1.13,22.2,869.8,
Endurance,1.03,intermediate,intermediate,-3%,Weak,Over,10,19:55,41:57,1:32:26,3:11:30,49.43,0.79,0.95,1.11,31.8,1018.5,
Endurance,1.03,intermediate,intermediate,-3%,Weak,None,N/A,19:54,41:52,1:33:02,3:12:40,49.05,0.79,0.94,1.1,30.7,1088.4,
Endurance,1.03,intermediate,intermediate,-3%,Aligned,Under,2,19:48,41:14,1:30:15,3:06:19,50.81,0.81,0.98,1.14,24.3,707.3,
Endurance,1.03,intermediate,intermediate,-3%,Aligned,Under,6,19:39,41:07,1:30:13,3:06:22,50.83,0.82,0.98,1.15,16,710.4,
Endurance,1.03,intermediate,intermediate,-3%,Aligned,Under,10,19:32,41:05,1:30:28,3:06:55,50.67,0.81,0.97,1.14,8.4,743.4,
